Map ID,Division,Code,Level,Description,Keyword 1,Weight 1,Keyword 2,Weight 2,Keyword 3,Weight 3,Keyword 4,Weight 4,Keyword 5,Weight 5,Project Elements Data
,03,03 05 00,3,Common Work Results for Concrete,Concrete,1,,2,,1,,1,,1,
,03,03 08 00,3,Commissioning of Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 10 00,3,Concrete Forming and Accessories,Concrete,1,,1,,1,,1,,1,
,03,03 11 00,3,Concrete Forming,Concrete,1,,1,,1,,1,,1,
,03,03 11 13,4,Structural Cast-in-Place Concrete Forming,Concrete,1,,1,,1,,1,,1,
,03,03 11 13.13,5,Concrete Slip Forming,Concrete,1,,1,,1,,1,,1,
,03,03 11 13.16,5,Concrete Shoring,Concrete,1,,1,,1,,1,,1,
,03,03 11 13.19,5,Falsework,Concrete,1,,1,,1,,1,,1,
,03,03 11 16,4,Architectural Cast-in Place Concrete Forming,Concrete,1,,1,,1,,1,,1,
,03,03 11 16.13,5,Concrete Form Liners,Concrete,1,,1,,1,,1,,1,
,03,03 11 19,4,Insulating Concrete Forming,Concrete,1,,1,,1,,1,,1,
,03,03 11 23,4,Permanent Stair Forming,Concrete,1,,1,,1,,1,,1,
,03,03 15 00,3,Concrete Accessories,Concrete,1,,1,,1,,1,,1,
,03,03 15 13,4,Waterstops,Concrete,1,,1,,1,,1,,1,
,03,03 15 13.13,5,Non-Expanding Waterstops,Concrete,1,,1,,1,,1,,1,
,03,03 15 13.16,5,Expanding Waterstops,Concrete,1,,1,,1,,1,,1,
,03,03 15 13.19,5,Combination Expanding and Injection Hose Waterstops,Concrete,1,,1,,1,,1,,1,
,03,03 15 13.21,5,Injection Hose Waterstops,Concrete,1,,1,,1,,1,,1,
,03,03 15 16,4,Concrete Construction Joints,Concrete,1,,1,,1,,1,,1,
,03,03 20 00,3,Concrete Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 21 00,3,Reinforcement Bars,Concrete,1,,1,,1,,1,,1,
,03,03 21 11,4,Plain Steel Reinforcement Bars,Concrete,1,Rebar,1,Steel,1,Reinforce,1,,1,
,03,03 21 13,4,Galvanized Reinforcement Steel Bars,Concrete,1,Rebar,1,Galv,1,Reinforce,1,,1,
,03,03 21 16,4,Epoxy-Coated Reinforcement Steel Bars,Concrete,1,Rebar,1,Epoxy,1,Reinforce,1,,1,
,03,03 21 19,4,Stainless Steel Reinforcement Bars,Concrete,1,Rebar,1,Stainless,1,Reinforce,1,,1,
,03,03 21 21,4,Composite Reinforcement Bars,Concrete,1,Rebar,1,Composite,1,Reinforce,1,,1,
,03,03 21 21.11,5,Glass Fiber-Reinforced Polymer Reinforcement Bars,Concrete,1,,1,,1,,1,,1,
,03,03 21 21.13,5,Organic Fiber-Reinforced Polymer Reinforcement Bars,Concrete,1,,1,,1,,1,,1,
,03,03 21 21.16,5,Carbon Fiber-Reinforced Polymer Reinforcement Bars,Concrete,1,,1,,1,,1,,1,
,03,03 22 00,3,Fabric and Grid Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 22 13,4,Galvanized Welded Wire Fabric Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 22 16,4,Epoxy-Coated Welded Wire Fabric Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 22 19,4,Composite Grid Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 23 00,3,Stressed Tendon Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 24 00,3,Fibrous Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 25 00,3,Composite Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 25 13,4,Glass Fiber-Reinforced Polymer Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 25 16,4,Organic Fiber-Reinforced Polymer Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 25 19,4,Carbon Fiber-Reinforced Polymer Reinforcing,Concrete,1,,1,,1,,1,,1,
,03,03 30 00,3,Cast-in-Place Concrete,Concrete,1,walltype,2,walls,3,exterior,4,concrete,4,"05add298-6644-4321-a9fb-9d02445dd22b,05add298-6644-4321-a9fb-9d02445dd317,05add298-6644-4321-a9fb-9d02445dd3ba,05add298-6644-4321-a9fb-9d02445dd448,17963ead-f2b3-43ad-ad7f-a8272837166d,17963ead-f2b3-43ad-ad7f-a82728371755,17963ead-f2b3-43ad-ad7f-a82728371756,231842b7-aada-4a12-8407-59c24691889f,3543d68e-6314-457e-a167-7657da8f5936,6f772a5b-bf8d-4027-bb85-f3a754b59853,6f772a5b-bf8d-4027-bb85-f3a754b59870,790e7443-a331-4b52-baba-f16b3ecd67f5,790e7443-a331-4b52-baba-f16b3ecd682f,790e7443-a331-4b52-baba-f16b3ecd69fa,8dccecc4-f044-4046-8b9e-0138cdf904a8,a3a58cc8-3732-41af-937a-96143f6ddd20,ce838dcf-b015-41d8-b7f4-f827c0883744,ce838dcf-b015-41d8-b7f4-f827c088385e,d7b5dee7-fba9-468b-ab8e-d22690a308ee,d7b5dee7-fba9-468b-ab8e-d22690a30963,d7b5dee7-fba9-468b-ab8e-d22690a309d5,d7b5dee7-fba9-468b-ab8e-d22690a30abc,d7b5dee7-fba9-468b-ab8e-d22690a30adc,d7b5dee7-fba9-468b-ab8e-d22690a37427"
,03,03 30 53,4,Miscellaneous Cast-in-Place Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 00,3,Structural Concrete,Concrete,1,,1,,1,concrete,3,structural,3,"287f260a-7a5a-4c2c-b824-bb3c12ae4caa,287f260a-7a5a-4c2c-b824-bb3c12ae4d4b,287f260a-7a5a-4c2c-b824-bb3c12ae5290,287f260a-7a5a-4c2c-b824-bb3c12ae52b2,74db70c8-5a89-4d5e-9868-bca1151948b4,74db70c8-5a89-4d5e-9868-bca115194f17,74db70c8-5a89-4d5e-9868-bca115194f53,74db70c8-5a89-4d5e-9868-bca115194f75"
,03,03 31 13,4,Heavyweight Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 16,4,Lightweight Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 19,4,Shrinkage-Compensating Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 23,4,High-Performance Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 24,4,Ultra High-Performance Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 31 26,4,Self-Compacting Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 33 00,3,Architectural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 33 13,4,Heavyweight Architectural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 33 16,4,Lightweight Architectural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 34 00,3,Low Density Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 35 00,3,Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 13,4,High-Tolerance Concrete Floor Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 16,4,Heavy-Duty Concrete Floor Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 19,4,Colored Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 23,4,Exposed Aggregate Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 26,4,Grooved Concrete Surface Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 29,4,Tooled Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 33,4,Stamped Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 35 43,4,Polished Concrete Finishing,Concrete,1,,1,,1,,1,,1,
,03,03 37 00,3,Specialty Placed Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 37 13,4,Shotcrete,Concrete,1,,1,,1,,1,,1,
,03,03 37 16,4,Pumped Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 37 19,4,Pneumatically Placed Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 37 23,4,Roller-Compacted Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 37 26,4,Underwater Placed Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 38 00,3,Post-Tensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 38 13,4,Post-Tensioned Concrete Preparation,Concrete,1,,1,,1,,1,,1,
,03,03 38 16,4,Unbonded Post-Tensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 38 19,4,Bonded Post-Tensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 39 00,3,Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 39 13,4,Water Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 39 16,4,Sand Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 39 23,4,Membrane Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 39 23.13,5,Chemical Compound Membrane Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 39 23.23,5,Sheet Membrane Concrete Curing,Concrete,1,,1,,1,,1,,1,
,03,03 40 00,3,Precast Concrete,Concrete,1,walltype,2,walls,2,concrete,3,precast,4,
,03,03 41 00,3,Precast Structural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 41 13,4,Precast Concrete Hollow Core Planks,Concrete,1,,1,,1,,1,,1,
,03,03 41 16,4,Precast Concrete Slabs,Concrete,1,,1,precast,2,concrete,4,slab,4,
,03,03 41 23,4,Precast Concrete Stairs,Concrete,1,,1,precast,2,concrete,4,stairs,4,
,03,03 41 33,4,Precast Structural Pretensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 41 36,4,Precast Structural Post-Tensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 45 00,3,Precast Architectural Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 45 13,4,Faced Architectural Precast Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 45 33,4,Precast Architectural Pretensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 45 36,4,Precast Architectural Post-Tensioned Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 47 00,3,Site-Cast Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 47 13,4,Tilt-Up Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 47 16,4,Lift-Slab Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 48 00,3,Precast Concrete Specialties,Concrete,1,,1,,1,,1,,1,
,03,03 48 13,4,Precast Concrete Bollards,Concrete,1,,1,,1,,1,,1,
,03,03 48 16,4,Precast Concrete Splash Blocks,Concrete,1,,1,,1,,1,,1,
,03,03 48 19,4,Precast Concrete Stair Treads,Concrete,1,,1,,1,,1,,1,
,03,03 48 33,4,Precast Pre-Framed Concrete Panels,Concrete,1,,1,,1,,1,,1,
,03,03 48 43,4,Precast Concrete Trim,Concrete,1,,1,,1,,1,,1,
,03,03 49 00,3,Glass-Fiber-Reinforced Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 49 13,4,Glass-Fiber-Reinforced Concrete Column Covers,Concrete,1,,1,,1,,1,,1,
,03,03 49 16,4,Glass-Fiber-Reinforced Concrete Spandrels,Concrete,1,,1,,1,,1,,1,
,03,03 49 43,4,Glass-Fiber-Reinforced Concrete Trim,Concrete,1,,1,,1,,1,,1,
,03,03 50 00,3,Cast Decks and Underlayment,Concrete,1,,1,,1,,1,,1,
,03,03 51 00,3,Cast Roof Decks,Concrete,1,,1,,1,,1,,1,
,03,03 51 13,4,Cementitious Wood Fiber Decks,Concrete,1,,1,,1,,1,,1,
,03,03 51 16,4,Gypsum Concrete Roof Decks,Concrete,1,,1,,1,,1,,1,
,03,03 52 00,3,Lightweight Concrete Roof Insulation,Concrete,1,,1,,1,,1,,1,
,03,03 52 13,4,Composite Concrete Roof Insulation,Concrete,1,,1,,1,,1,,1,
,03,03 52 16,4,Lightweight Insulating Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 52 16.13,5,Lightweight Cellular Insulating Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 52 16.16,5,Lightweight Aggregate Insulating Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 53 00,3,Concrete Topping,Concrete,1,,1,,1,slab,1,topping,4,
,03,03 53 13,4,Emery-Aggregate Concrete Topping,Concrete,1,,1,,1,,1,,1,
,03,03 53 16,4,Iron-Aggregate Concrete Topping,Concrete,1,,1,,1,,1,,1,
,03,03 54 00,3,Cast Underlayment,Concrete,1,,1,,1,,1,,1,
,03,03 54 13,4,Gypsum Cement Underlayment,Concrete,1,,1,,1,,1,,1,
,03,03 54 16,4,Hydraulic Cement Underlayment,Concrete,1,,1,,1,,1,,1,
,03,03 60 00,3,Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 61 00,3,Cementitious Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 61 13,4,Dry-Pack Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 62 00,3,Non-Shrink Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 62 13,4,Non-Metallic Non-Shrink Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 62 16,4,Metallic Non-Shrink Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 63 00,3,Epoxy Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 64 00,3,Injection Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 64 23,4,Epoxy Injection Grouting,Concrete,1,,1,,1,,1,,1,
,03,03 70 00,3,Mass Concrete,Concrete,1,,1,,1,,1,,1,
,03,03 71 00,3,Mass Concrete for Raft Foundations,Concrete,1,,1,,1,,1,,1,
,03,03 72 00,3,Mass Concrete for Dams,Concrete,1,,1,,1,,1,,1,
,03,03 80 00,3,Concrete Cutting and Boring,Concrete,1,,1,,1,,1,,1,
,03,03 81 00,3,Concrete Cutting,Concrete,1,,1,,1,,1,,1,
,03,03 81 13,4,Flat Concrete Sawing,Concrete,1,,1,,1,,1,,1,
,03,03 81 16,4,Track Mounted Concrete Wall Sawing,Concrete,1,,1,,1,,1,,1,
,03,03 81 19,4,Wire Concrete Wall Sawing,Concrete,1,,1,,1,,1,,1,
,03,03 81 23,4,Hand Concrete Wall Sawing,Concrete,1,,1,,1,,1,,1,
,03,03 81 26,4,Chain Concrete Wall Sawing,Concrete,1,,1,,1,,1,,1,
,03,03 82 00,3,Concrete Boring,Concrete,1,,1,,1,,1,,1,
,03,03 82 13,4,Concrete Core Drilling,Concrete,1,,1,,1,,1,,1,
,04,04 21 13,4,Brick Masonry,Brick,1,,1,,1,,1,,1,
