Code,Description,Level,MasterFormat Keywords,MasterFormat Keywords 2,Project Elements Data,MasterFormat Keywords 3,MasterFormat Keywords 4
44 64 23,Co-current Fixed Bed Gasification Equipment,4,,Unnamed record,,,Unnamed record
44 64 33,Fluidized Bed Gasification Equipment,4,,Unnamed record,,,Unnamed record
44 64 43,Entrained Flow Gasification Equipment,4,,Unnamed record,,,Unnamed record
44 64 53,Plasma Arc Gasification Equipment,4,,Unnamed record,,,Unnamed record
44 65 00,Pyrolysis Equipment,3,,Unnamed record,,,Unnamed record
44 66 00,Hazardous Waste and Medical Waste Incinerators,3,,Unnamed record,,,Unnamed record
44 67 00,Heat Recovery Equipment for Waste Thermal Processing,3,,Unnamed record,,,Unnamed record
44 68 00,Synthesis Gas Cleanup and Handling Equipment,3,,Unnamed record,,,Unnamed record
45 00 00,Industry-Specific Manufacturing Equipment,2,,Unnamed record,,,Unnamed record
45 08 00,Commissioning of Industry-Specific Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 11 00,Oil and Gas Extraction Equipment,3,,Unnamed record,,,Unnamed record
45 11 01,Operation and Maintenance of Oil and Gas Extraction Equipment,4,,Unnamed record,,,Unnamed record
45 11 10,User Defined Oil and Gas Extraction Equipment,4,,Unnamed record,,,Unnamed record
45 13 00,Mining Machinery and Equipment,3,,Unnamed record,,,Unnamed record
45 13 01,Operation and Maintenance of Mining Machinery and Equipment,4,,Unnamed record,,,Unnamed record
45 13 10,User Defined Mining Machinery and Equipment,4,,Unnamed record,,,Unnamed record
45 15 00,Food Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 15 01,Operation and Maintenance of Food Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 15 10,User Defined Food Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 17 00,Beverage and Tobacco Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 17 01,Operation and Maintenance of Beverage and Tobacco Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 17 10,User Defined Beverage and Tobacco Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 19 00,Textiles and Apparel Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 19 01,Operation and Maintenance of Textiles and Apparel Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 19 10,User Defined Textiles and Apparel Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 21 00,Leather and Allied Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 21 01,Operation and Maintenance of Leather and Allied Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 21 10,User Defined Leather and Allied Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 23 00,Wood Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 23 01,Operation and Maintenance of Wood Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 23 10,User Defined Wood Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 25 00,Paper Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 25 01,Operation and Maintenance of Paper Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 25 10,User Defined Paper Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 27 00,Printing and Related Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 27 01,Operation and Maintenance of Printing and Related Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 27 10,User Defined Printing and Related Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 29 00,Petroleum and Coal Products Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 29 01,Operation and Maintenance of Petroleum and Coal Products Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 29 10,User Defined Petroleum and Coal Products Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 31 00,Chemical Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 31 01,Operation and Maintenance of Chemical Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 31 10,User Defined Chemical Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 33 00,Plastics and Rubber Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 33 01,Operation and Maintenance of Plastics and Rubber Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 33 10,User Defined Plastics and Rubber Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 35 00,Nonmetallic Mineral Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 35 01,Operation and Maintenance of Nonmetallic Mineral Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 35 10,User Defined Nonmetallic Mineral Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 37 00,Primary Metal Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 37 01,Operation and Maintenance of Primary Metal Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 37 10,User Defined Primary Metal Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 39 00,Fabricated Metal Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 39 01,Operation and Maintenance of Fabricated Metal Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 39 10,User Defined Fabricated Metal Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 41 00,Machinery Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 41 01,Operation and Maintenance of Machinery Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 41 10,User Defined Machinery Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 43 00,Computer and Electronic Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 43 01,Operation and Maintenance of Computer and Electronic Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 43 10,User Defined Computer and Electronic Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 45 00,"Electrical Equipment, Appliance, and Component Manufacturing Equipment",3,,Unnamed record,,,Unnamed record
45 45 01,"Operation and Maintenance of Electrical Equipment, Appliance, and Component Manufacturing Equipment",4,,Unnamed record,,,Unnamed record
45 45 10,"User Defined Electrical Equipment, Appliance, and Component Manufacturing Equipment",4,,Unnamed record,,,Unnamed record
45 47 00,Transportation Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 47 01,Operation and Maintenance of Transportation Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 47 10,User Defined Transportation Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 49 00,Furniture and Related Product Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 49 01,Operation and Maintenance of Furniture and Related Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 49 10,User Defined Furniture and Related Product Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 51 00,Other Manufacturing Equipment,3,,Unnamed record,,,Unnamed record
45 51 01,Operation and Maintenance of Other Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
45 51 10,User Defined Other Manufacturing Equipment,4,,Unnamed record,,,Unnamed record
46 00 00,Water and Wastewater Equipment,2,,Unnamed record,,,Unnamed record
46 01 00,Operation and Maintenance of Water and Wastewater Equipment,3,,Unnamed record,,,Unnamed record
46 01 07,Operation and Maintenance of Packaged Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 01 20,Operation and Maintenance of Preliminary Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 01 30,Operation and Maintenance of Chemical Feed Equipment,4,,Unnamed record,,,Unnamed record
46 01 40,Operation and Maintenance of Clarification and Mixing Equipment,4,,Unnamed record,,,Unnamed record
46 01 50,Operation and Maintenance of Secondary Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 01 60,Operation and Maintenance of Advanced Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 01 70,Operation and Maintenance of Residuals Handling and Treatment,4,,Unnamed record,,,Unnamed record
46 05 00,Common Work Results for Water and Wastewater Equipment,3,,Unnamed record,,,Unnamed record
46 07 00,Packaged Water and Wastewater Treatment Equipment,3,,Unnamed record,,,Unnamed record
46 07 13,Packaged Water Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 07 53,Packaged Wastewater Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 08 00,Commissioning of Water and Wastewater Equipment,3,,Unnamed record,,,Unnamed record
46 08 07,Commissioning of Packaged Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 08 20,Commissioning of Preliminary Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 08 30,Commissioning of Chemical Feed Equipment,4,,Unnamed record,,,Unnamed record
46 08 40,Commissioning of Clarification and Mixing Equipment,4,,Unnamed record,,,Unnamed record
46 08 50,Commissioning of Secondary Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 08 60,Commissioning of Advanced Treatment Equipment,4,,Unnamed record,,,Unnamed record
46 08 70,Commissioning of Residuals Handling and Treatment,4,,Unnamed record,,,Unnamed record
46 20 00,Water and Wastewater Preliminary Treatment Equipment,3,,Unnamed record,,,Unnamed record
46 21 00,Screening Equipment,3,,Unnamed record,,,Unnamed record
46 21 11,Climber-type Bar Screens,4,,Unnamed record,,,Unnamed record
46 21 13,Chain-and-Rake Bar Screens,4,,Unnamed record,,,Unnamed record
46 21 16,Flexible Rake Bar Screens,4,,Unnamed record,,,Unnamed record
46 21 17,Catenary Bar Screens,4,,Unnamed record,,,Unnamed record
46 21 19,Continuous Belt Screens,4,,Unnamed record,,,Unnamed record
46 21 23,Cylindrical Bar Screens,4,,Unnamed record,,,Unnamed record
46 21 26,Step Screens,4,,Unnamed record,,,Unnamed record
46 21 33,Rotary Drum Screens,4,,Unnamed record,,,Unnamed record
46 21 39,Spiral Screens,4,,Unnamed record,,,Unnamed record
46 21 43,Band Screens,4,,Unnamed record,,,Unnamed record
46 21 46,Disc Screens,4,,Unnamed record,,,Unnamed record
46 21 51,Traveling Water Screens,4,,Unnamed record,,,Unnamed record
46 21 53,Perforated Plate Screens,4,,Unnamed record,,,Unnamed record
46 21 56,Wedge Wire Screens,4,,Unnamed record,,,Unnamed record
46 21 57,Element Screens,4,,Unnamed record,,,Unnamed record
46 21 71,Trash Raking Equipment,4,,Unnamed record,,,Unnamed record
46 21 73,Screenings Washing and Compacting Equipment,4,,Unnamed record,,,Unnamed record
46 21 76,Vacuum Screenings Conveying Equipment,4,,Unnamed record,,,Unnamed record
46 21 79,Screenings Storage Containers,4,,Unnamed record,,,Unnamed record
46 21 83,Septage Receiving Equipment,4,,Unnamed record,,,Unnamed record
46 23 00,Grit Removal and Handling Equipment,3,,Unnamed record,,,Unnamed record
46 23 13,Chain-and-Bucket Grit Removal Equipment,4,,Unnamed record,,,Unnamed record
46 23 16,Chain-and-Flight Grit Removal Equipment,4,,Unnamed record,,,Unnamed record
46 23 23,Vortex Grit Removal Equipment ,4,,Unnamed record,,,Unnamed record
46 23 27,Cyclone Degritters,4,,Unnamed record,,,Unnamed record
46 23 33,Aerated Grit Removal Equipment,4,,Unnamed record,,,Unnamed record
46 23 43,Inline Baffled Grit Removal Equipment ,4,,Unnamed record,,,Unnamed record
46 23 53,Traveling Bridge Grit Removal Equipment,4,,Unnamed record,,,Unnamed record
46 23 63,Grit Classifying and Washing Equipment,4,,Unnamed record,,,Unnamed record
46 23 66,Grit Storage Containers,4,,Unnamed record,,,Unnamed record
46 24 00,Grinding and Shredding Equipment,3,,Unnamed record,,,Unnamed record
46 24 13,Macerators,4,,Unnamed record,,,Unnamed record
46 24 16,Comminutors,4,,Unnamed record,,,Unnamed record
46 24 23,Inline Grinders,4,,Unnamed record,,,Unnamed record
46 24 33,Open-channel Grinders,4,,Unnamed record,,,Unnamed record
46 24 36,Modular Grinding-Screening-Compacting Equipment,4,,Unnamed record,,,Unnamed record
46 25 00,Oil and Grease Separation and Removal Equipment,3,,Unnamed record,,,Unnamed record
46 25 13,Coalescing Oil-Water Separators,4,,Unnamed record,,,Unnamed record
46 25 16,API Oil-Water Separators,4,,Unnamed record,,,Unnamed record
46 25 23,Grease Traps,4,,Unnamed record,,,Unnamed record
46 25 33,Dissolved Air Flotation Grease and Oil Separation Equipment,4,,Unnamed record,,,Unnamed record
46 25 41,Helical Scum Skimming and Removal Equipment,4,,Unnamed record,,,Unnamed record
46 25 43,Tipping Trough Scum Skimming and Removal Equipment,4,,Unnamed record,,,Unnamed record
46 25 46,Chain and Flight Scum Collection and Removal Equipment,4,,Unnamed record,,,Unnamed record
46 25 47,Floating Scum Skimming and Removal Equipment,4,,Unnamed record,,,Unnamed record
46 30 00,Water and Wastewater Chemical Feed Equipment,3,,Unnamed record,,,Unnamed record
46 31 00,Gas Chemical Feed Equipment,3,,Unnamed record,,,Unnamed record
46 31 11,Chlorine Gas Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 13,Sulfur Dioxide Gas Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 16,Ammonia Gas Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 23,"Gas Storage, Weighing, and Leak Detection Equipment",4,,Unnamed record,,,Unnamed record
46 31 26,Emergency Gas Treatment Systems,4,,Unnamed record,,,Unnamed record
46 31 33,Chlorine Dioxide Reactors,4,,Unnamed record,,,Unnamed record
46 31 43,Carbon Dioxide Gas Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 53,Ozone Generating and Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 56,Liquid Oxygen Storage and Feed Equipment,4,,Unnamed record,,,Unnamed record
46 31 59,Cleaning Requirements for Oxygen Service,4,,Unnamed record,,,Unnamed record
46 31 83,Gas Chemical Feed Accessories and Safety Equipment,4,,Unnamed record,,,Unnamed record
46 33 00,Liquid Chemical Feed Equipment,3,,Unnamed record,,,Unnamed record
46 33 13,Sodium Hypochlorite Generating Equipment,4,,Unnamed record,,,Unnamed record
46 33 23,Liquid Chemical Weighing Equipment,4,,Unnamed record,,,Unnamed record
46 33 33,Polymer Blending and Feed Equipment,4,,Unnamed record,,,Unnamed record
46 33 41,Liquid Chemical Feed System Coordination and Integration,4,,Unnamed record,,,Unnamed record
46 33 42,Diaphragm-type Metering Pumps,4,,Unnamed record,,,Unnamed record
46 33 44,Peristaltic Metering Pumps,4,,Unnamed record,,,Unnamed record
46 33 46,Progressing Cavity Metering Pumps,4,,Unnamed record,,,Unnamed record
46 33 48,Lobe Metering Pumps,4,,Unnamed record,,,Unnamed record
46 33 53,Drum Pumps,4,,Unnamed record,,,Unnamed record
46 33 66,Liquid Chemical Transfer Pumps,4,,Unnamed record,,,Unnamed record
46 33 73,Liquid Chemical Diffusers,4,,Unnamed record,,,Unnamed record
46 33 83,Liquid Chemical Feed Accessories and Safety Equipment,4,,Unnamed record,,,Unnamed record
46 36 00,Dry Chemical Feed Equipment,3,,Unnamed record,,,Unnamed record
46 36 11,Dry Chemical Feed System Coordination and Integration,4,,Unnamed record,,,Unnamed record
46 36 13,Storage Silos,4,,Unnamed record,,,Unnamed record
46 36 23,Dry Chemical Weighing Equipment,4,,Unnamed record,,,Unnamed record
46 36 33,Volumetric Feed Equipment,4,,Unnamed record,,,Unnamed record
46 36 36,Gravimetric Feed Equipment,4,,Unnamed record,,,Unnamed record
46 36 43,Lime Slaking Equipment,4,,Unnamed record,,,Unnamed record
46 36 53,Chemical Tablet Feeding Equipment,4,,Unnamed record,,,Unnamed record
46 36 83,Dry Chemical Feed Accessories and Safety Equipment,4,,Unnamed record,,,Unnamed record
46 40 00,Water and Wastewater Clarification and Mixing Equipment,3,,Unnamed record,,,Unnamed record
46 41 00,Mixing Equipment,3,,Unnamed record,,,Unnamed record
46 41 11,Rapid Mixers,4,,Unnamed record,,,Unnamed record
46 41 13,Inline Blender-type Rapid Mixers,4,,Unnamed record,,,Unnamed record
46 41 16,Induction-type Rapid Mixing Equipment,4,,Unnamed record,,,Unnamed record
46 41 17,Inline Static Mixers,4,,Unnamed record,,,Unnamed record
46 41 21,Jet Mixing Equipment,4,,Unnamed record,,,Unnamed record
46 41 23,Submersible Mixers,4,,Unnamed record,,,Unnamed record
46 41 26,Floating Mechanical Mixers,4,,Unnamed record,,,Unnamed record
46 41 27,Paddle Mixers,4,,Unnamed record,,,Unnamed record
46 41 29,Pin Mixers,4,,Unnamed record,,,Unnamed record
46 41 31,Vertical Reel Flocculation Equipment,4,,Unnamed record,,,Unnamed record
46 41 33,Horizontal Reel Flocculation Equipment,4,,Unnamed record,,,Unnamed record
46 41 34,Vertical Turbine Flocculation Equipment,4,,Unnamed record,,,Unnamed record
46 41 36,Walking-beam Flocculation Equipment,4,,Unnamed record,,,Unnamed record
46 41 38,Horizontal Oscillating Flocculation Equipment ,4,,Unnamed record,,,Unnamed record
46 41 41,Top-entering Tank Mixers,4,,Unnamed record,,,Unnamed record
46 41 43,Side-entry Tank Mixers,4,,Unnamed record,,,Unnamed record
46 41 46,Portable Tank Mixers,4,,Unnamed record,,,Unnamed record
46 43 00,Clarifier Equipment,3,,Unnamed record,,,Unnamed record
46 43 11,Chain-and-Flight Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 14,Traveling Bridge Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 16,Differential Head Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 18,Oscillating Scraper-type Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 21,Circular Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 53,Solids Contact Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 61,"Flocculating Clarifier, Pulsating Sludge Blanket Type",4,,Unnamed record,,,Unnamed record
46 43 63,Dissolved Air Flotation Equipment for Water Treatment,4,,Unnamed record,,,Unnamed record
46 43 66,Ballasted High-rate Clarifier Equipment,4,,Unnamed record,,,Unnamed record
46 43 67,High-rate Clarification/Thickening Equipment,4,,Unnamed record,,,Unnamed record
46 43 73,Tube Settlers,4,,Unnamed record,,,Unnamed record
46 43 76,Inclined Plate Settlers,4,,Unnamed record,,,Unnamed record
46 46 00,Sediment Removal Equipment,3,,Unnamed record,,,Unnamed record
46 46 13,Tipping Sediment Flushing Tanks,4,,Unnamed record,,,Unnamed record
46 46 16,Flushing Gates,4,,Unnamed record,,,Unnamed record
46 46 23,Water Cannon,4,,Unnamed record,,,Unnamed record
46 46 26,Nozzle Systems,4,,Unnamed record,,,Unnamed record
46 50 00,Water and Wastewater Secondary Treatment Equipment,3,,Unnamed record,,,Unnamed record
46 51 00,Air and Gas Diffusion Equipment,3,,Unnamed record,,,Unnamed record
46 51 11,Fixed Mechanical Aerators,4,,Unnamed record,,,Unnamed record
46 51 13,Floating Mechanical Aerators,4,,Unnamed record,,,Unnamed record
46 51 16,Submersible Aspirating Aerator Equipment,4,,Unnamed record,,,Unnamed record
46 51 17,Jet Aeration Equipment,4,,Unnamed record,,,Unnamed record
