GUID,ItemName,ElementName,ElementType,ElementCategory,ElementFamily Name,ElementSystem Classification,CADmep+Service,CADmep+Service Type,ElementFabrication Service Name,ElementSize,ElementNominal Diameter,ElementArea,CADmep+Area,ElementLength,CADmep+Length/Angle,AttributesLength,AutoCadLength,ElementWeight,Tekla QuantityWeight,CADmep+Weight,SDS2_GeneralMember_Net_Weight,Code,Description
e21d6fe5-da86-4a16-8411-aec9fdbd3c43,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3c5b,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3c5d,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,0.481,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3c8b,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3c8d,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3cf2,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3cf3,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d14,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d15,Rectangular Mullion,7.8125x2.5 w 12 ext,"MullionType ""7.8125x2.5 w 12 ext"", #5646976",Curtain Wall Mullions,,,,,,,,11.5,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d17,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d2d,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3d93,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3d95,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d9a,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3d9b,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3dc4,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3dc5,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3dc7,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3ddd,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3f09,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3f22,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f23,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f3b,System Panel,Glass-1.25 Type 1S,"PanelType ""Glass-1.25 Type 1S"", #2513610",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3f3d,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f41,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e21d6fe5-da86-4a16-8411-aec9fdbd3f48,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f49,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f4b,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f70,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f71,Rectangular Mullion,7.8125x2.5 w 12 ext,"MullionType ""7.8125x2.5 w 12 ext"", #5646976",Curtain Wall Mullions,,,,,,,,11.5,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f73,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f80,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f81,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f83,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e21d6fe5-da86-4a16-8411-aec9fdbd3f99,System Panel,Glass-1.25 Type 1S,"PanelType ""Glass-1.25 Type 1S"", #2513610",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c408,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c410,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c411,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c412,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c44c,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c454,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c455,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c456,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c488,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c490,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c491,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c492,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4c2,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,2.502,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c4c4,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4ca,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4cb,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,0.481,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4e0,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c4e8,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4e9,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c4ea,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,0.481,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c50e,System Panel,Glass-1.25 Type 1S,"PanelType ""Glass-1.25 Type 1S"", #2513610",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c510,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c516,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c517,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c532,System Panel,Glass-1.25 Type 1S,"PanelType ""Glass-1.25 Type 1S"", #2513610",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c534,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c53a,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c53b,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c54a,System Panel,Glass-1.25 Type 1S,"PanelType ""Glass-1.25 Type 1S"", #2513610",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c54c,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,0.481,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c552,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c553,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c594,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c59c,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c59d,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c59e,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c5de,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c5e0,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c5e6,Rectangular Mullion,7.8125x2.5 w 12 ext,"MullionType ""7.8125x2.5 w 12 ext"", #5646976",Curtain Wall Mullions,,,,,,,,11.5,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c5e7,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c702,Rectangular Mullion,7.8125x2.5 w 12 ext,"MullionType ""7.8125x2.5 w 12 ext"", #5646976",Curtain Wall Mullions,,,,,,,,11.5,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c703,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c734,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c73c,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c73d,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c73e,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c742,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c744,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c74a,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c74b,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c77a,System Panel,Glass-1.25 Type MCM,"PanelType ""Glass-1.25 Type MCM"", #5615221",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c77c,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7b6,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.174,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c7b8,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7be,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7bf,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.259,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7f6,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078c7f8,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7fe,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078c7ff,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca36,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078ca38,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca3e,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca3f,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca74,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078ca7c,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca7d,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca7e,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078ca9c,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,2.502,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078caa4,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078caa5,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,0.481,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078caa6,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078caea,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078caec,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078caf2,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078caf3,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078cb69,System Panel,Glass-1.25 Type 1,"PanelType ""Glass-1.25 Type 1"", #2513575",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078cb71,Rectangular Mullion,6x2.5 Front,"MullionType ""6x2.5 Front"", #6247531",Curtain Wall Mullions,,,,,,,,4.354,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078cb72,Rectangular Mullion,6x2.5 Border1,"MullionType ""6x2.5 Border1"", #6247517",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078cb73,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
e28e0689-ba5c-4163-92f9-968a5078cb9a,System Panel,Glass-1 Type MCM,"PanelType ""Glass-1 Type MCM"", #5584210",Curtain Panels,,,,,,,,22.516,,,,,,,,,,26 09 26,Lighting Control Panelboards
e28e0689-ba5c-4163-92f9-968a5078cb9c,Rectangular Mullion,6x2.5 Border2,"MullionType ""6x2.5 Border2"", #6247519",Curtain Wall Mullions,,,,,,,,3.307,,,,,,,,,,07 42 13,Metal Wall Panels
