GUID,ItemName,ElementName,ElementType,ElementCategory,ElementFamily Name,ElementSystem Classification,CADmep+Service,CADmep+Service Type,ElementFabrication Service Name,ElementSize,ElementNominal Diameter,ElementArea,CADmep+Area,ElementLength,CADmep+Length/Angle,AttributesLength,AutoCadLength,ElementWeight,Tekla QuantityWeight,CADmep+Weight,SDS2_GeneralMember_Net_Weight,Code,Description
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
baec963a-8ca4-5e82-8f3f-0507c34739c8,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3fdb9dd-c90d-5511-8e1d-6edd671621ee,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3fdb9dd-c90d-5511-8e1d-6edd671621ee,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
0dacb83d-1838-53a4-839c-124890792912,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
fa8996f7-0ca8-5a2c-909e-9648bcb4c161,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
203ad0c3-a293-513d-80b2-a7035dd8017f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
203ad0c3-a293-513d-80b2-a7035dd8017f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
203ad0c3-a293-513d-80b2-a7035dd8017f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
7f4d45d3-a472-5ef8-91ee-a8bff6ce671e,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3d54334-401e-57ea-b2e2-0a4ae00f3405,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3fdb9dd-c90d-5511-8e1d-6edd671621ee,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3fdb9dd-c90d-5511-8e1d-6edd671621ee,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
eb9a08ae-df70-5e6b-867b-979299a26d7f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
203ad0c3-a293-513d-80b2-a7035dd8017f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
ec0db5e3-12a6-5f11-a541-57740ff6763a,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
7cc92180-5c93-54b8-9caf-7db67ec90608,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
d7a53850-b9f9-54a1-b787-00cc9e810e33,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
d3a40449-ba54-5173-a13c-a456b75f7645,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
2fa156e2-f610-5dcd-a15a-bff734f80d3d,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
716e9afa-c344-5ec4-88d7-a1aefac544f6,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
a3d54334-401e-57ea-b2e2-0a4ae00f3405,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
203ad0c3-a293-513d-80b2-a7035dd8017f,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
18754193-8b2a-5f40-b1d4-353a34c43180,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
4573877e-9882-59f0-858e-f4c8e3ad5e33,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
34c706e9-fd9e-5b8e-89bd-b34015b3ddcf,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
7243f7be-df04-54f3-9732-44a526bf535e,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
f7e5a188-9019-5992-8238-ed1d56e44fe2,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
fde29ddd-0285-5ba9-b71e-2c82f50fb7a4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5c14d269-71da-5e11-b061-6df3b7168727,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
5ac1fa19-94e8-5732-9ec2-19a1f5a85ab4,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
2f085e3f-3c98-5d42-8ef8-f6cc2dcfcf94,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
268ce703-5c35-5fe0-9884-4d49ed9408f9,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
e02e4410-79e6-5c2b-96c9-588eb54b2dbe,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
3d17d7c0-a26d-5cb0-87ac-a33e528b1822,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
c3db5ab3-a5f1-5efe-8f31-d2831ea75717,SPRINKLER SYSTEM_FITTINGS,,,,,,,,,,,,,,,,,,,,,21 13 19,Preaction Sprinkler Systems
